Year,Month,Day,Day_of_the_Week,Holiday_Type,Holiday,Holiday_Encoding,Is_Holiday,1_0_Encoding,Holiday_Pattern,Holiday_Pattern_2,Arrival_Num,Departure_Num,DOM_Portion,INT_Portion,LCC_ratio,FSC_ratio,Late,Vehicle_Max,Up_Down,Tobit_Upper_Limit,Vehicle_Tobit,Vehicle_Tobit_Adjusted,TempAvg_C,Precip_mm,Temp_Precip_Interaction,airport,entry_count,exit_count,Unnamed: 28,entry_sum_14,exit_sum_14,Departure_Num(예측)
2014,3,29,6,,,0,0,0,,,14300,13406,0.4965989250636856,0.5034010749363144,0.4312768541278831,0.5687231458721169,0.09415626058314093,4926,249,4511.0,4728.230154018399,4926.0,14.1,28.0,394.8,gimhae,,,,,,
2014,3,30,7,,,0,0,0,,,15444,14130,0.5187674685944582,0.4812325314055418,0.4339388024509132,0.5660611975490868,0.008726567550096962,4763,-163,4511.0,5150.361404122665,5150.361404122665,12.9,14.5,187.05,gimhae,,,,,,
2014,3,31,1,,,0,0,0,,,14496,13350,0.5523836985774702,0.4476163014225298,0.4277541710500188,0.5722458289499812,0.04653451124039359,4158,-605,4511.0,4566.334424418516,4158.0,13.1,0.0,0.0,gimhae,,,,,,
2014,4,1,2,,,0,0,0,,,11884,12729,0.5803259648847884,0.4196740351152116,0.4561583024818319,0.5438416975181681,0.01787330316742082,4099,-59,4511.0,4944.436117357205,4099.0,14.6,0.0,0.0,gimhae,,,,,,
2014,4,2,3,,,0,0,0,,,12624,13149,0.5364912864912865,0.4635087135087135,0.4438042349807056,0.5561957650192944,0.01024955436720143,4150,51,4511.0,4606.661618187783,4150.0,15.2,0.0,0.0,gimhae,,,,,,
2014,4,3,4,,,0,0,0,,,14483,14381,0.555499041721952,0.4445009582780481,0.4392697429849133,0.5607302570150868,0.02950267826428818,4576,426,4511.0,5019.734754057323,5019.734754057323,14.4,2.5,36.0,gimhae,,,,,,
2014,4,4,5,,,0,0,0,,,16241,15512,0.5380733051626331,0.4619266948373668,0.4199895495447307,0.5800104504552692,0.08236648011734517,5065,489,4511.0,5136.639062501212,5136.639062501212,9.6,2.5,24.0,gimhae,,,,,,
2014,4,5,6,,,0,0,0,,,14559,14458,0.5126208854582557,0.4873791145417443,0.4661330595586651,0.5338669404413349,0.005882352941176471,5358,293,4511.0,5025.035579788836,5358.0,9.1,0.0,0.0,gimhae,,,,,,
2014,4,6,7,,,0,0,0,,,16373,14808,0.5257087683558271,0.4742912316441728,0.4373387233681352,0.5626612766318649,0.01392602495543672,5327,-31,4511.0,5318.344746811939,5327.0,9.3,0.0,0.0,gimhae,,,,,,
2014,4,7,1,,,0,0,0,,,15990,14839,0.5435806024041318,0.4564193975958681,0.4254931343166637,0.5745068656833363,0.004524886877828055,4707,-620,4511.0,4482.613286013864,4707.0,13.7,0.0,0.0,gimhae,,,,,,
