Year,Month,Day,Day_of_the_Week,Holiday_Type,Holiday,Holiday_Encoding,Is_Holiday,1_0_Encoding,Holiday_Pattern,Holiday_Pattern_2,도민_Arr,도민_출차,도민_Dep,도민_입차,Arrival_Num,Departure_Num,DOM_Portion,INT_Portion,LCC_ratio,FSC_ratio,Late,Vehicle_Max,Up_Down,Tobit_Upper_Limit,Vehicle_Tobit,Vehicle_Tobit_Adjusted,TempAvg_C,Precip_mm,Temp_Precip_Interaction,airport,entry_count,exit_count,Departure_Num(예측)
2014,1,19,7,,,0,0,0,,,2552.5,433.925,2929.6000000000004,498.0320000000001,25525,29296,0.7844187126261163,0.2155812873738837,0.4547608575532849,0.5452391424467151,0.03545364418843121,740,-43,1149,786.636454007353,740.0,4.9,0.0,0.0,jeju,,,
2014,1,20,1,,,0,0,0,,,3970.35,674.9595,4226.4,718.4879999999999,26469,28176,0.8472876943579596,0.1527123056420405,0.53010240376575,0.4698975962342499,0.1641338757262838,743,3,1149,742.0837921107102,743.0,8.0,0.0,0.0,jeju,,,
2014,1,21,2,,,0,0,0,,,3252.75,552.9675000000001,3340.95,567.9615,21685,22273,0.8331119130267737,0.1668880869732263,0.5136511063755647,0.4863488936244354,0.02089029391660971,639,-104,1149,687.8958507435809,639.0,2.9,0.5,1.45,jeju,,,
2014,1,22,3,,,0,0,0,,,3243.2999999999997,551.361,3624.45,616.1565,21622,24163,0.8192440447822575,0.1807559552177425,0.4652863358245485,0.5347136641754515,0.01032085561497326,607,-32,1149,672.7952206832849,607.0,4.1,0.0,0.0,jeju,,,
2014,1,23,4,,,0,0,0,,,3849.1499999999996,654.3555,3747.75,637.1175000000001,25661,24985,0.8183687625247726,0.1816312374752272,0.510733827127689,0.489266172872311,0.02414322250639386,651,44,1149,771.0003562558302,651.0,4.6,0.0,0.0,jeju,,,
2014,1,24,5,,,0,0,0,,,2328.9,395.91300000000007,2383.3,405.16100000000006,23289,23833,0.8250598275507415,0.1749401724492585,0.4884525558795312,0.5115474441204687,0.01812081354280843,602,-49,1149,751.4086669394146,602.0,9.2,0.0,0.0,jeju,,,
2014,1,25,6,,,0,0,0,,,2309.3,392.5810000000001,2299.9,390.98300000000006,23093,22999,0.8206446177812959,0.179355382218704,0.5179750641515347,0.4820249358484652,0.01847662141779789,686,84,1149,790.9090446795879,686.0,12.9,0.0,0.0,jeju,,,
2014,1,26,7,,,0,0,0,,,2067.6,351.492,2571.0,437.07000000000005,20676,25710,0.8139912942981996,0.1860087057018003,0.4291058373283437,0.5708941626716563,0.00995798319327731,633,-53,1149,714.5614607003466,633.0,6.1,0.0,0.0,jeju,,,
2014,1,27,1,,,0,0,0,,,2934.2999999999997,498.831,3639.15,618.6555000000001,19562,24261,0.8333374504286392,0.1666625495713608,0.516477889536036,0.4835221104639639,0.01941154035985103,593,-40,1149,648.0504138944602,593.0,6.9,0.0,0.0,jeju,,,
2014,1,28,2,,,0,0,0,,,3646.2,619.854,3714.0,631.38,24308,24760,0.8379136525203211,0.1620863474796789,0.5242448545149407,0.4757551454850593,0.01528481748430598,552,-41,1149,730.7926864868358,552.0,8.3,0.0,0.0,jeju,,,
2014,1,29,3,,,0,0,0,,,4563.3,775.7610000000001,3574.2,607.614,30422,23828,0.7817284589627584,0.2182715410372415,0.4895208177937647,0.5104791822062353,0.02996235648409561,649,97,1149,808.5989989035795,649.0,9.0,6.1,54.9,jeju,,,
2014,1,30,4,설날,B1,-1,0,1,Pattern_8,,3296.9,560.4730000000001,1897.3000000000002,322.54100000000005,32969,18973,0.8318041204095854,0.1681958795904145,0.4752460859089124,0.5247539140910876,0.1741632737181402,1112,463,1149,925.0193443337887,1112.0,11.3,2.0,22.6,jeju,,,
2014,1,31,5,설날,H,0,1,1,Pattern_8,,2651.1000000000004,450.68700000000007,2335.4,397.01800000000003,26511,23354,0.8180144610253512,0.1819855389746488,0.5073389898792093,0.4926610101207907,0.08384891705079808,1099,-13,1149,882.1825745034745,1099.0,10.3,0.0,0.0,jeju,,,
2014,2,1,6,설날,A1,1,0,1,Pattern_8,,2367.6,402.492,3241.5,551.0550000000001,23676,32415,0.8164745669221373,0.1835254330778627,0.5000092358148623,0.4999907641851376,0.05012427422913356,976,-123,1149,875.6428418440944,976.0,14.6,5.3,77.38,jeju,,,
2014,2,2,7,설날,A2,2,0,1,Pattern_8,,2717.6000000000004,461.9920000000001,3381.3,574.821,27176,33813,0.8459244084181665,0.1540755915818335,0.4145314655900894,0.5854685344099106,0.1226968391529462,698,-278,1149,869.7320326196051,698.0,11.7,0.2,2.34,jeju,,,
2014,2,3,1,,,0,0,0,,,3848.3999999999996,654.228,4504.05,765.6885000000001,25656,30027,0.8204874460410793,0.1795125539589207,0.4870989647287225,0.5129010352712775,0.02521164021164021,548,-150,1149,700.5193235211343,548.0,6.8,0.0,0.0,jeju,,,
2014,2,4,2,,,0,0,0,,,3591.2999999999997,610.521,3786.8999999999996,643.773,23942,25246,0.8232564834013053,0.1767435165986946,0.5072917204912644,0.4927082795087356,0.0621831241053209,559,11,1149,707.1326498859278,559.0,1.0,0.0,0.0,jeju,,,
2014,2,5,3,,,0,0,0,,,3504.75,595.8075,3463.65,588.8205,23365,23091,0.8168184148060903,0.1831815851939097,0.5190047870919337,0.4809952129080663,0.02360258936110329,571,12,1149,728.5025960774759,571.0,3.1,0.0,0.0,jeju,,,
2014,2,6,4,,,0,0,0,,,3787.6499999999996,643.9005,3592.35,610.6995000000001,25251,23949,0.8171270246116041,0.1828729753883959,0.4983228436252357,0.5016771563747643,0.02952091244930119,650,79,1149,801.7503844218264,650.0,6.0,20.5,123.0,jeju,,,
2014,2,7,5,,,0,0,0,,,2662.9,452.69300000000004,2441.2000000000003,415.0040000000001,26629,24412,0.8270731672085666,0.1729268327914333,0.4605491753731561,0.5394508246268439,0.06982763908219,717,67,1149,791.375653704538,717.0,8.6,9.5,81.7,jeju,,,
2014,2,8,6,,,0,0,0,,,2546.1000000000004,432.8370000000001,2414.6,410.482,25461,24146,0.8337344519479317,0.1662655480520683,0.5241571326370958,0.4758428673629041,0.05076281987407307,824,107,1149,850.5426930876439,824.0,6.3,15.6,98.28,jeju,,,
2014,2,9,7,,,0,0,0,,,2555.2000000000003,434.38400000000007,2974.2000000000003,505.6140000000001,25552,29742,0.8155632801412853,0.1844367198587147,0.4684926894645565,0.5315073105354435,0.06200137553078729,720,-104,1149,797.5362499482986,720.0,4.0,0.0,0.0,jeju,,,
2014,2,10,1,,,0,0,0,,,3865.35,657.1095,4066.7999999999997,691.356,25769,27112,0.7856020226707922,0.2143979773292078,0.531605928014709,0.4683940719852911,0.04960703234857824,733,13,1149,737.119747475392,733.0,4.4,4.8,21.12,jeju,,,
2014,2,11,2,,,0,0,0,,,3321.75,564.6975,3518.85,598.2045,22145,23459,0.7985661031498664,0.2014338968501335,0.4999319968403215,0.5000680031596784,0.02630003741114852,666,-67,1149,684.5408041343269,666.0,6.8,0.1,0.68,jeju,,,
2014,2,12,3,,,0,0,0,,,3396.0,577.32,3632.7,617.559,22640,24218,0.8272528375870604,0.1727471624129396,0.5309980318519193,0.4690019681480808,0.007711359847582758,694,28,1149,731.4929429773631,694.0,6.2,0.0,0.0,jeju,,,
2014,2,13,4,,,0,0,0,,,4070.1,691.917,3696.0,628.32,27134,24640,0.8347311469434232,0.1652688530565768,0.5081949238598854,0.4918050761401145,0.03599145952087129,735,41,1149,799.8382024756135,735.0,7.5,4.4,33.0,jeju,,,
2014,2,14,5,,,0,0,0,,,2941.2000000000003,500.0040000000001,2373.7000000000003,403.52900000000005,29412,23737,0.8315037841764185,0.1684962158235815,0.4961216901881863,0.5038783098118136,0.1144878537205903,722,-13,1149,828.6850647436243,722.0,7.3,0.0,0.0,jeju,,,
2014,2,15,6,,,0,0,0,,,2828.3,480.8110000000001,2547.9,433.14300000000003,28283,25479,0.7724377688047279,0.2275622311952721,0.4899817058077292,0.5100182941922707,0.007984705353126405,824,102,1149,824.8767780322579,824.0,6.4,0.0,0.0,jeju,,,
2014,2,16,7,,,0,0,0,,,3011.6000000000004,511.9720000000001,3075.9,522.903,30116,30759,0.8611516261516262,0.1388483738483738,0.4493393412143412,0.5506606587856588,0.03638220575720576,845,21,1149,847.4984882490428,845.0,9.0,0.0,0.0,jeju,,,
2014,2,17,1,,,0,0,0,,,4298.25,730.7025000000001,4348.5,739.245,28655,28990,0.8333601988888703,0.1666398011111297,0.5156364334080044,0.4843635665919957,0.06519110603778797,911,66,1149,822.1170991037642,911.0,8.3,32.0,265.6,jeju,,,
2014,2,18,2,,,0,0,0,,,3906.6,664.1220000000001,4024.95,684.2415,26044,26833,0.8423527020149556,0.1576472979850443,0.5332305560574349,0.4667694439425651,0.06672750774502256,822,-89,1149,757.4800037566658,822.0,7.8,0.0,0.0,jeju,,,
2014,2,19,3,,,0,0,0,,,4228.2,718.794,4090.95,695.4615,28188,27273,0.8285412593717885,0.1714587406282116,0.5141799692358314,0.4858200307641686,0.02947550034506556,844,22,1149,787.2022479748831,844.0,6.5,0.0,0.0,jeju,,,
2014,2,20,4,,,0,0,0,,,4403.25,748.5525,4264.65,724.9905,29355,28431,0.8117222391135435,0.1882777608864565,0.4963775184747052,0.5036224815252949,0.01434350815424984,777,-67,1149,807.043117101776,777.0,6.5,0.0,0.0,jeju,,,
2014,2,21,5,,,0,0,0,,,3258.0,553.86,2858.4,485.92800000000005,32580,28584,0.8366655990692502,0.1633344009307498,0.4985771369341349,0.501422863065865,0.06221527514630962,861,84,1149,866.5470185543302,861.0,5.0,0.0,0.0,jeju,,,
2014,2,22,6,,,0,0,0,,,2991.3,508.5210000000001,2867.8,487.52600000000007,29913,28678,0.8252112238927423,0.1747887761072577,0.5407689539537701,0.4592310460462298,0.02585894261086077,896,35,1149,881.6241817937292,896.0,5.8,0.0,0.0,jeju,,,
2014,2,23,7,,,0,0,0,,,3237.6000000000004,550.392,3339.1000000000004,567.647,32376,33391,0.8752648451085951,0.1247351548914049,0.4517137770010753,0.5482862229989246,0.02792424869037772,945,49,1149,876.2805297860814,945.0,8.0,0.0,0.0,jeju,,,
2014,2,24,1,,,0,0,0,,,4765.349999999999,810.1094999999999,4825.05,820.2585000000001,31769,32167,0.802798199126285,0.1972018008737149,0.5384824328964758,0.4615175671035242,0.1619387356956072,800,-145,1149,809.2096594669853,800.0,9.2,0.0,0.0,jeju,,,
2014,2,25,2,,,0,0,0,,,4019.85,683.3745,4266.45,725.2965,26799,28443,0.8018271427328274,0.1981728572671726,0.5648828016950492,0.4351171983049507,0.519614661499797,1082,282,1149,787.6986215420034,1082.0,10.9,0.0,0.0,jeju,,,
2014,2,26,3,,,0,0,0,,,4220.099999999999,717.4169999999999,4410.3,749.7510000000001,28134,29402,0.831005881269158,0.1689941187308421,0.5407435685689033,0.4592564314310967,0.1315101037404332,943,-139,1149,895.3943507051738,943.0,10.4,45.1,469.04,jeju,,,
2014,2,27,4,,,0,0,0,,,4399.5,747.9150000000001,4397.7,747.609,29330,29318,0.8181735911147676,0.1818264088852324,0.5001915731327496,0.4998084268672504,0.03820791953144894,832,-111,1149,813.9982110946574,832.0,11.0,0.0,0.0,jeju,,,
2014,2,28,5,,,0,0,0,,,2872.6000000000004,488.3420000000001,3160.3,537.2510000000001,28726,31603,0.7857019496297976,0.2142980503702024,0.4726838761510337,0.5273161238489663,0.1009072124811567,826,-6,1149,804.0290344006809,826.0,10.0,0.0,0.0,jeju,,,
2014,3,1,6,삼일절,H,0,1,1,Pattern_5,,2375.9,403.903,2984.7000000000003,507.39900000000006,23759,29847,0.8378303315764617,0.1621696684235384,0.5642379281078972,0.4357620718921029,0.002673796791443851,965,139,1149,944.8814953225393,965.0,10.0,19.3,193.0,jeju,,,
2014,3,2,7,삼일절,A1,1,0,1,Pattern_5,,2001.6000000000001,340.27200000000005,3370.9,573.0530000000001,20016,33709,0.8416387907820132,0.1583612092179867,0.4757321862106946,0.5242678137893054,0.05818789725645596,829,-136,1149,821.5853703608628,829.0,9.1,0.0,0.0,jeju,,,
2014,3,3,1,,,0,0,0,,,2819.5499999999997,479.32349999999997,3649.2,620.364,18797,24328,0.8266232844096622,0.1733767155903379,0.4578653716424614,0.5421346283575386,0.01449456861221567,658,-171,1149,601.6565504814199,658.0,9.5,0.0,0.0,jeju,,,
2014,3,4,2,,,0,0,0,,,2461.95,418.5315,2378.7,404.379,16413,15858,0.8412184416821199,0.1587815583178801,0.5309469464856909,0.469053053514309,0.00202839756592292,642,-16,1149,672.0790815511778,642.0,9.3,15.4,143.22000000000003,jeju,,,
2014,3,5,3,,,0,0,0,,,2596.0499999999997,441.32849999999996,2419.35,411.28950000000003,17307,16129,0.8269501044564983,0.1730498955435017,0.534848946639228,0.465151053360772,0.002801120448179272,658,16,1149,670.426317730804,658.0,6.6,0.0,0.0,jeju,,,
2014,3,6,4,,,0,0,0,,,3597.75,611.6175000000001,2768.4,470.62800000000004,23985,18456,0.8263352490078832,0.1736647509921167,0.5045493683555967,0.4954506316444032,0.03516813677938997,701,43,1149,748.3650929863531,701.0,5.7,0.0,0.0,jeju,,,
2014,3,7,5,,,0,0,0,,,2753.5,468.095,1972.1000000000001,335.25700000000006,27535,19721,0.8239127593194631,0.176087240680537,0.4539742603099444,0.5460257396900555,0.0229641572146316,766,65,1149,776.2150886830253,766.0,6.0,0.0,0.0,jeju,,,
2014,3,8,6,,,0,0,0,,,2555.9,434.50300000000004,2110.7000000000003,358.8190000000001,25559,21107,0.8384029173106953,0.1615970826893047,0.5689912593967055,0.4310087406032945,0.0,893,127,1149,849.1924871030506,893.0,5.8,0.0,0.0,jeju,,,
2014,3,9,7,,,0,0,0,,,2307.7000000000003,392.3090000000001,3054.8,519.316,23077,30548,0.8119647847531912,0.1880352152468087,0.4839437257475487,0.5160562742524514,0.03041644293361887,876,-17,1149,781.1092952576648,876.0,7.4,0.0,0.0,jeju,,,
2014,3,10,1,,,0,0,0,,,3570.2999999999997,606.951,3958.35,672.9195000000001,23802,26389,0.8247348575057554,0.1752651424942447,0.5275253288993014,0.4724746711006986,0.01281767767835879,774,-102,1149,704.3757909860379,774.0,5.5,0.0,0.0,jeju,,,
2014,3,11,2,,,0,0,0,,,2825.25,480.2925,3309.75,562.6575,18835,22065,0.8562133550801371,0.1437866449198629,0.5095036345814892,0.4904963654185108,0.0196078431372549,621,-153,1149,655.9221716658891,621.0,7.6,0.0,0.0,jeju,,,
2014,3,12,3,,,0,0,0,,,2972.85,505.3845,2976.15,505.94550000000004,19819,19841,0.8301120581802299,0.16988794181977,0.5494505489404788,0.4505494510595211,0.06816072382770458,691,70,1149,752.6470450701948,691.0,12.6,19.6,246.96,jeju,,,
2014,3,13,4,,,0,0,0,,,4086.0,694.62,3180.15,540.6255000000001,27240,21201,0.7798029635263224,0.2201970364736776,0.5385631101082935,0.4614368898917066,0.003968253968253968,764,73,1149,819.1048595659419,764.0,7.8,5.1,39.779999999999994,jeju,,,
2014,3,14,5,,,0,0,0,,,3012.4,512.1080000000001,2351.6,399.772,30124,23516,0.8293803346897639,0.170619665310236,0.510754583838282,0.4892454161617181,0.020265204744105,824,60,1149,846.386320181387,824.0,6.8,0.0,0.0,jeju,,,
2014,3,15,6,,,0,0,0,,,2789.0,474.13000000000005,2433.2000000000003,413.64400000000006,27890,24332,0.8127095924976042,0.1872904075023958,0.559526122716282,0.440473877283718,0.06481240981240982,869,45,1149,873.7915349702797,869.0,10.9,0.0,0.0,jeju,,,
2014,3,16,7,,,0,0,0,,,2652.1000000000004,450.8570000000001,3188.6000000000004,542.0620000000001,26521,31886,0.8105535163083879,0.1894464836916121,0.4822042616808772,0.5177957383191228,0.01523215586932755,871,2,1149,828.0519211055529,871.0,14.7,0.0,0.0,jeju,,,
2014,3,17,1,,,0,0,0,,,3997.6499999999996,679.6005,4350.0,739.5,26651,29000,0.8319394331159037,0.1680605668840963,0.5288043329219799,0.47119566707802,0.06030644736527089,823,-48,1149,748.6924095893316,823.0,14.6,0.1,1.46,jeju,,,
2014,3,18,2,,,0,0,0,,,3670.5,623.985,3479.5499999999997,591.5235,24470,23197,0.8301019741504171,0.1698980258495829,0.5273261737621598,0.4726738262378401,0.002262443438914027,637,-186,1149,739.9817253947264,637.0,14.4,0.0,0.0,jeju,,,
2014,3,19,3,,,0,0,0,,,3850.95,654.6615,3486.2999999999997,592.671,25673,23242,0.7768694772595028,0.2231305227404972,0.4895122609306327,0.5104877390693674,0.07675925925925925,697,60,1149,742.6512570837854,697.0,12.7,0.0,0.0,jeju,,,
2014,3,20,4,,,0,0,0,,,4818.75,819.1875000000001,3914.85,665.5245,32125,26099,0.8291497486375666,0.1708502513624333,0.5322032170768839,0.4677967829231161,0.03472227545117571,841,144,1149,868.2199872084053,841.0,9.4,0.0,0.0,jeju,,,
2014,3,21,5,,,0,0,0,,,3282.3,557.9910000000001,3020.3,513.451,32823,30203,0.7779956890041431,0.2220043109958569,0.5481954392672992,0.4518045607327009,0.07284642345934617,775,-66,1149,901.7946344772089,775.0,8.6,0.0,0.0,jeju,,,
2014,3,22,6,,,0,0,0,,,3100.1000000000004,527.017,2917.6000000000004,495.9920000000001,31001,29176,0.8393546341019676,0.1606453658980323,0.5402214108120694,0.4597785891879306,0.004819988195947276,899,124,1149,899.7625862617327,899.0,10.5,0.0,0.0,jeju,,,
2014,3,23,7,,,0,0,0,,,3132.5,532.5250000000001,3545.0,602.6500000000001,31325,35450,0.8211458080437253,0.1788541919562747,0.4508330944731577,0.5491669055268422,0.1206479859318762,895,-4,1149,862.8543771051832,895.0,11.9,0.0,0.0,jeju,,,
2014,3,24,1,,,0,0,0,,,4808.25,817.4025,4790.25,814.3425000000001,32055,31935,0.8450372361859265,0.1549627638140734,0.5523134116180239,0.447686588381976,0.1034280071576129,838,-57,1149,828.2296999778755,838.0,12.7,0.0,0.0,jeju,,,
2014,3,25,2,,,0,0,0,,,4256.4,723.588,4053.45,689.0865,28376,27023,0.7835387766170182,0.2164612233829818,0.5825155256665379,0.4174844743334621,0.03271544511965967,747,-91,1149,840.1357391946954,747.0,15.9,10.5,166.95000000000002,jeju,,,
2014,3,26,3,,,0,0,0,,,4649.7,790.4490000000001,4476.45,760.9965,30998,29843,0.8142353359503879,0.1857646640496121,0.5315090000971344,0.4684909999028656,0.05421955499928705,768,21,1149,840.643070334342,768.0,15.1,0.6,9.059999999999999,jeju,,,
2014,3,27,4,,,0,0,0,,,4870.05,827.9085000000001,4586.55,779.7135000000001,32467,30577,0.8014743350601229,0.1985256649398772,0.4736687966885099,0.5263312033114901,0.1960654985183581,720,-48,1149,834.5938800698837,720.0,13.0,0.0,0.0,jeju,,,
2014,3,28,5,,,0,0,0,,,3335.7000000000003,567.0690000000001,3356.8,570.6560000000001,33357,33568,0.8488943244640655,0.1511056755359344,0.5271099532894068,0.4728900467105931,0.1229200528532351,778,58,1149,906.0027847226919,778.0,15.8,0.0,0.0,jeju,,,
2014,3,29,6,,,0,0,0,,,3072.5,522.325,3137.7000000000003,533.4090000000001,30725,31377,0.8449074886544787,0.1550925113455212,0.5454853739714424,0.4545146260285576,0.1342262954469599,879,101,1149,933.8033929775644,879.0,16.5,16.1,265.65000000000003,jeju,,,
2014,3,30,7,,,0,0,0,,,3236.7000000000003,550.239,3688.1000000000004,626.9770000000001,32367,36881,0.8176662369095564,0.1823337630904436,0.4949433796810109,0.5050566203189891,0.0219971130214538,750,-129,1149,907.7058912025442,750.0,11.8,1.7,20.060000000000002,jeju,,,
2014,3,31,1,,,0,0,0,,,4689.9,797.283,4883.099999999999,830.127,31266,32554,0.7815816775107963,0.2184183224892037,0.457539696007129,0.542460303992871,0.05350088608709299,732,-18,1149,751.4954602338636,732.0,13.4,0.0,0.0,jeju,,,
2014,4,1,2,,,0,0,0,,,4662.3,792.5910000000001,4043.5499999999997,687.4035,31082,26957,0.7774342498001502,0.2225657501998498,0.5804240852187712,0.4195759147812288,0.0189826911940855,683,-49,1149,851.4003149821623,683.0,14.8,0.0,0.0,jeju,,,
2014,4,2,3,,,0,0,0,,,4754.4,808.248,4256.849999999999,723.6645,31696,28379,0.8402181487730791,0.1597818512269209,0.548769842958484,0.451230157041516,0.03164922168062913,654,-29,1149,861.2716913315355,654.0,15.0,0.0,0.0,jeju,,,
2014,4,3,4,,,0,0,0,,,5194.95,883.1415000000001,4996.2,849.354,34633,33308,0.815595283500963,0.184404716499037,0.5152601572606643,0.4847398427393357,0.04667472205504659,760,106,1149,889.4999673838645,760.0,13.1,0.0,0.0,jeju,,,
2014,4,4,5,,,0,0,0,,,3635.2000000000003,617.984,3604.3,612.7310000000001,36352,36043,0.8326865518176124,0.1673134481823875,0.4749079543556682,0.5250920456443318,0.02936148049338022,771,11,1149,900.4140470988239,771.0,10.0,0.0,0.0,jeju,,,
2014,4,5,6,,,0,0,0,,,3414.2000000000003,580.4140000000001,3351.4,569.738,34142,33514,0.8742894283311741,0.1257105716688259,0.5241577264537416,0.4758422735462584,0.03665191790428982,882,111,1149,929.3287898570998,882.0,10.6,0.0,0.0,jeju,,,
2014,4,6,7,,,0,0,0,,,3384.4,575.3480000000001,3941.9,670.123,33844,39419,0.7596869466157101,0.2403130533842899,0.5355102150163793,0.4644897849836207,0.02998297708199142,926,44,1149,943.2769331165797,926.0,9.8,0.0,0.0,jeju,,,
2014,4,7,1,,,0,0,0,,,5339.099999999999,907.6469999999999,5300.099999999999,901.0169999999999,35594,35334,0.8201538852432001,0.1798461147567998,0.5353218370976665,0.4646781629023335,0.03116909459708648,844,-82,1149,857.1690719945677,844.0,12.3,0.0,0.0,jeju,,,
2014,4,8,2,,,0,0,0,,,5232.3,889.4910000000001,4521.3,768.6210000000001,34882,30142,0.8274022250817582,0.1725977749182418,0.5407595298879164,0.4592404701120836,0.04950642800042104,786,-58,1149,873.0509941351572,786.0,13.7,0.0,0.0,jeju,,,
2014,4,9,3,,,0,0,0,,,5381.099999999999,914.7869999999999,5026.95,854.5815,35874,33513,0.8117488904266164,0.1882511095733837,0.5632449053532724,0.4367550946467276,0.04184232287762354,721,-65,1149,917.9008738732741,721.0,13.8,0.0,0.0,jeju,,,
2014,4,10,4,,,0,0,0,,,5861.4,996.438,5647.8,960.1260000000001,39076,37652,0.7718607469769388,0.2281392530230611,0.5266214547386461,0.4733785452613538,0.05484199398231965,804,83,1149,947.3525314075755,804.0,13.2,0.0,0.0,jeju,,,
